event	group	target	flavour_text	image	secondary_detail	layout	layout_data	sound_event	context_located	override_icon	instant_open
agent_action_vs_character	wh_dlc08_event_feed_agent_action_all_hinder_character_fimir	event_feed_target_target_faction	wh_event_feed_string_all_null	nor/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_character	wh_dlc08_event_feed_agent_action_all_success_critical_hinder_character_fimir	event_feed_target_target_faction	wh_event_feed_string_all_null	nor/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target		false
agent_action_vs_immortal_character	wh_dlc08_event_feed_agent_action_all_failure_critical_fimir	event_feed_target_agent_faction	wh_event_feed_string_all_null	nor/messenger	wh_event_feed_string_agent_action_assassinate_critical_failure	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_immortal_character	wh_dlc08_event_feed_agent_action_all_failure_fimir	event_feed_target_agent_faction	wh_event_feed_string_all_null	nor/messenger	wh_event_feed_string_agent_action_assassinate_failure	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_immortal_character	wh_dlc08_event_feed_agent_action_all_hinder_character_fimir	event_feed_target_agent_faction	wh_event_feed_string_all_null	nor/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false
agent_action_vs_immortal_character	wh_dlc08_event_feed_agent_action_all_success_critical_hinder_character_fimir	event_feed_target_agent_faction	wh_event_feed_string_all_null	nor/army_morale_up	wh_event_feed_string_agent_action_assassinate_critical_success	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent		false
agent_action_vs_immortal_character	wh_dlc08_event_feed_agent_action_all_failure_critical_fimir	event_feed_target_target_faction	wh_event_feed_string_all_null	nor/messenger	wh_event_feed_string_agent_action_assassinate_critical_failure_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target		false
agent_action_vs_immortal_character	wh_dlc08_event_feed_agent_action_all_failure_fimir	event_feed_target_target_faction	wh_event_feed_string_all_null	nor/messenger	wh_event_feed_string_agent_action_assassinate_failure_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target		false
agent_action_vs_immortal_character	wh_dlc08_event_feed_agent_action_all_hinder_character_fimir	event_feed_target_target_faction	wh_event_feed_string_all_null	nor/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent		false
agent_action_vs_immortal_character	wh_dlc08_event_feed_agent_action_all_success_critical_hinder_character_fimir	event_feed_target_target_faction	wh_event_feed_string_all_null	nor/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target		false
agent_action_vs_settlement	wh_dlc08_event_feed_agent_action_all_failure_critical_fimir	event_feed_target_agent_faction	wh_event_feed_string_all_null	nor/messenger	wh_event_feed_string_agent_action_settlement_critical_failure	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
agent_action_vs_settlement	wh_dlc08_event_feed_agent_action_all_failure_fimir	event_feed_target_agent_faction	wh_event_feed_string_all_null	nor/messenger	wh_event_feed_string_agent_action_settlement_failure	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
agent_action_vs_settlement	wh_dlc08_event_feed_agent_action_all_hinder_settlement_fimir	event_feed_target_agent_faction	wh_event_feed_string_all_null	nor/besieged	wh_event_feed_string_agent_action_settlement_success	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
agent_action_vs_settlement	wh_dlc08_event_feed_agent_action_all_failure_critical_fimir	event_feed_target_target_faction	wh_event_feed_string_all_null	nor/messenger	wh_event_feed_string_agent_action_settlement_critical_failure_theirs	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
agent_action_vs_settlement	wh_dlc08_event_feed_agent_action_all_failure_fimir	event_feed_target_target_faction	wh_event_feed_string_all_null	nor/messenger	wh_event_feed_string_agent_action_settlement_failure_theirs	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Positive	event_feed_none		false
agent_action_vs_settlement	wh_dlc08_event_feed_agent_action_all_hinder_settlement_fimir	event_feed_target_target_faction	wh_event_feed_string_all_null	nor/besieged	wh_event_feed_string_agent_action_settlement_success_theirs	agent_targets_settlement	event_feed_layout_data_agent_targets_settlement	UI_CAM_POPUP_Message_Event_Negative	event_feed_none		false
scripted_persistent_event	ovn_event_pic_death_quest	event_feed_target_faction	wh_event_feed_string_all_null	ovn/death_quest	wh_event_feed_string_scripted_event_secondary_detail	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none		false
